Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,Pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2009:Q2,age40to54,16947743,22614243,7021694,1494689,2450367,5638834,1798984,4209675,5666500,4566217,951818,148465
2009:Q2,ageunder40,2558733,6453151,2775135,934240,411149,1005169,449618,877840,3894418,2908205,961986,24227
2009:Q3,age70plus,12399561,13031811,3334487,656445,2338650,2037650,1171870,3492709,632251,424976,110725,96550
2009:Q3,age55to69,25879985,29297022,6740438,1451046,4347305,7480741,2689737,6587754,3417037,2650298,524799,241940
2009:Q3,age40to54,17376749,23055965,6894675,1510188,2884600,5850031,1689896,4226574,5679216,4554275,960762,164179
2009:Q3,ageunder40,2506697,6356198,2704370,913231,465907,1082066,403492,787132,3849501,2859900,962425,27176
2009:Q4,age70plus,12980029,13642277,3361259,670682,2427408,2073987,1165969,3942972,662248,452977,111787,97484
2009:Q4,age55to69,25481057,28902420,6701898,1457508,4469869,7603655,2656579,6012911,3421362,2646990,518340,256032
2009:Q4,age40to54,17248546,22953569,6795364,1519339,2962827,5918408,1667284,4090347,5705022,4557955,965425,181642
2009:Q4,ageunder40,2724420,6497236,2605664,912492,467191,1121041,388609,1002239,3772816,2783380,959465,29971
2010:Q1,age70plus,12957186,13653040,3371111,671706,2593448,2149623,1167066,3700086,695854,482114,108934,104806
2010:Q1,age55to69,26384934,29799269,6707602,1457104,4733157,7817655,2638909,6444842,3414335,2620359,499043,294933
2010:Q1,age40to54,17533725,23231245,6738197,1523183,3133508,6005515,1693533,4137308,5697520,4530302,951182,216036
2010:Q1,ageunder40,2668582,6320909,2554698,898710,482018,1168511,382748,834224,3652327,2677842,933898,40587
2010:Q2,age70plus,12786264,13522611,3394078,685173,2395016,2180344,1217606,3650394,736347,522779,109021,104547
2010:Q2,age55to69,26491144,29895373,6713685,1456538,4330963,7954800,2728647,6710741,3404229,2607779,489653,306797
2010:Q2,age40to54,17064543,22776056,6677097,1505895,2853357,5814143,1823362,4102202,5711513,4527488,951360,232665
2010:Q2,ageunder40,2601395,6156373,2494924,883202,432339,1143306,409523,793079,3554978,2585028,928419,41531
2010:Q3,age70plus,13265260,14019010,3380216,680115,2703765,2277819,1243557,3733538,753750,543032,112335,98383
2010:Q3,age55to69,27339091,30735183,6745330,1457198,4859189,8246051,2772091,6655323,3396092,2601362,488331,306399
